"XMean" "XStdDev" "YActivity"
"1824" -0.303550641693226+0i 0.450768993959335 "WALKING_DOWNSTAIRS"
"1825" -0.395636785575401+0i 0.48451968860283 "WALKING_UPSTAIRS"
"1826" -0.412778369558111+0i 0.481832078392613 "WALKING_UPSTAIRS"
"1827" -0.389291820331059+0i 0.47459809873914 "WALKING_UPSTAIRS"
"1828" -0.37793099655713+0i 0.481367474770849 "WALKING_UPSTAIRS"
"1829" -0.390901107956328+0i 0.479541224746365 "WALKING_UPSTAIRS"
"1830" -0.410195887941355+0i 0.480726764100581 "WALKING_UPSTAIRS"
"1831" -0.401169217808378+0i 0.485948244938735 "WALKING_UPSTAIRS"
"1832" -0.418378241527433+0i 0.490273280637846 "WALKING_UPSTAIRS"
"1833" -0.418114928592335+0i 0.485100203838748 "WALKING_UPSTAIRS"
"1834" -0.41602302049016+0i 0.488944996110421 "WALKING_UPSTAIRS"
"1835" -0.376095345497611+0i 0.480276771334617 "WALKING_UPSTAIRS"
"1836" -0.379962105579323+0i 0.493980984570683 "WALKING_UPSTAIRS"
"1837" -0.391617035195544+0i 0.48425205214641 "WALKING_UPSTAIRS"
"1838" -0.395264972405526+0i 0.491017683836762 "WALKING_UPSTAIRS"
"1839" -0.408645028288164+0i 0.495461420826645 "WALKING_UPSTAIRS"
"1840" -0.413648377364528+0i 0.495696604837858 "WALKING_UPSTAIRS"
"1841" -0.366540267018895+0i 0.481237372668432 "WALKING_UPSTAIRS"
"1842" -0.358022992149305+0i 0.476572341481283 "WALKING_UPSTAIRS"
"1843" -0.385125084547594+0i 0.475316403217027 "WALKING_UPSTAIRS"
"1844" -0.394375704651159+0i 0.491354318867567 "WALKING_UPSTAIRS"
"1845" -0.391963220680588+0i 0.469263046001593 "WALKING_UPSTAIRS"
"1846" -0.376128433950446+0i 0.480120005571961 "WALKING_UPSTAIRS"
"1847" -0.384709703366381+0i 0.479797169271132 "WALKING_UPSTAIRS"
"1848" -0.394049659558289+0i 0.48451659095098 "WALKING_UPSTAIRS"
"1849" -0.650604385778966+0i 0.528122287662777 "STANDING"
"1850" -0.648854100690624+0i 0.534396382531935 "STANDING"
"1851" -0.655760797107308+0i 0.540006579320259 "STANDING"
"1852" -0.656880665601604+0i 0.546822258313489 "STANDING"
"1853" -0.661923798295722+0i 0.540008606310961 "STANDING"
"1854" -0.663990980522816+0i 0.52585191208781 "STANDING"
"1855" -0.648811136722585+0i 0.533487110895321 "STANDING"
"1856" -0.63882631931016+0i 0.52570752329858 "STANDING"
"1857" -0.619440249605704+0i 0.531340764086483 "STANDING"
"1858" -0.627827789744385+0i 0.520626220339389 "STANDING"
"1859" -0.649534647390909+0i 0.51775853988955 "STANDING"
"1860" -0.632732373407166+0i 0.544511646546425 "STANDING"
"1861" -0.641020154573262+0i 0.520847875516827 "STANDING"
"1862" -0.649438944861604+0i 0.513571032535722 "STANDING"
"1863" -0.638315206313053+0i 0.520455898462958 "STANDING"
"1864" -0.626890151747772+0i 0.526972837547254 "STANDING"
"1865" -0.627839838485205+0i 0.531059009180009 "STANDING"
"1866" -0.642958231543405+0i 0.533485038764953 "STANDING"
"1867" -0.643694745111052+0i 0.527986603654634 "STANDING"
"1868" -0.651216320155169+0i 0.517853532475497 "STANDING"
"1869" -0.655689126523529+0i 0.515417442147627 "STANDING"
"1870" -0.641813792755972+0i 0.525082812706027 "STANDING"
"1871" -0.635896525765918+0i 0.531325270732464 "STANDING"
"1872" -0.639988889354902+0i 0.539997351292672 "STANDING"
"1873" -0.653956388016399+0i 0.529572688798608 "STANDING"
"1874" -0.647457071007611+0i 0.533074173640853 "STANDING"
"1875" -0.651312290500891+0i 0.523500484466578 "STANDING"
"1876" -0.64185937627148+0i 0.535566948542727 "STANDING"
"1877" -0.63715307791123+0i 0.541704148969562 "STANDING"
"1878" -0.652345036810517+0i 0.532043613947836 "STANDING"
"1879" -0.655003068546307+0i 0.526546577887626 "STANDING"
"1880" -0.648145003902139+0i 0.520997962770892 "STANDING"
"1881" -0.647702772814617+0i 0.525914150151156 "STANDING"
"1882" -0.650544252247531+0i 0.527506769697811 "STANDING"
"1883" -0.644308151865597+0i 0.53306487227389 "STANDING"
"1884" -0.64067805014385+0i 0.533697083257764 "STANDING"
"1885" -0.647334869721569+0i 0.531646832872519 "STANDING"
"1886" -0.648826150646364+0i 0.535753954181033 "STANDING"
"1887" -0.659170278644029+0i 0.531570781052725 "STANDING"
"1888" -0.660908692763868+0i 0.531101961088053 "STANDING"
"1889" -0.624407152288414+0i 0.517322860382633 "SITTING"
"1890" -0.644450875553476+0i 0.53363110221005 "SITTING"
"1891" -0.649672163171658+0i 0.526906497320123 "SITTING"
"1892" -0.654057493824171+0i 0.5260006257092 "SITTING"
"1893" -0.64855054252139+0i 0.528922949434605 "SITTING"
"1894" -0.644413030000891+0i 0.53363761018283 "SITTING"
"1895" -0.651057644548485+0i 0.544057441916825 "SITTING"
"1896" -0.65465694665615+0i 0.542379892033263 "SITTING"
"1897" -0.653560981741961+0i 0.542242268447943 "SITTING"
"1898" -0.650746850806774+0i 0.541673729817383 "SITTING"
"1899" -0.651940124141177+0i 0.538697981647498 "SITTING"
"1900" -0.657954931032086+0i 0.530048538518505 "SITTING"
"1901" -0.650231509390196+0i 0.540259537756562 "SITTING"
"1902" -0.652807884220963+0i 0.545298168900918 "SITTING"
"1903" -0.630150461754902+0i 0.523388041765034 "SITTING"
"1904" -0.642049235578004+0i 0.542389054070135 "SITTING"
"1905" -0.651890478651034+0i 0.525119453910992 "SITTING"
"1906" -0.648332330615508+0i 0.540480963625754 "SITTING"
"1907" -0.656754332357576+0i 0.530577282524631 "SITTING"
"1908" -0.654139824944029+0i 0.52038902009184 "SITTING"
"1909" -0.660750974943494+0i 0.5118841966115 "SITTING"
"1910" -0.659091116022816+0i 0.518288129474905 "SITTING"
"1911" -0.661134193042799+0i 0.526216550838552 "SITTING"
"1912" -0.658411104842781+0i 0.528510328612018 "SITTING"
"1913" -0.655662158955971+0i 0.527135986802608 "SITTING"
"1914" -0.655906623516135+0i 0.52989995739843 "SITTING"
"1915" -0.658307636421872+0i 0.537094610970046 "SITTING"
"1916" -0.654081066067023+0i 0.538872989128264 "SITTING"
"1917" -0.659451428059661+0i 0.534600971746986 "SITTING"
"1918" -0.657595561207843+0i 0.535550056486931 "SITTING"
"1919" -0.639345329203209+0i 0.538108500469786 "LAYING"
"1920" -0.64496551791451+0i 0.536294579470859 "LAYING"
"1921" -0.650903649099822+0i 0.542401175010798 "LAYING"
"1922" -0.648864495714795+0i 0.541620238216917 "LAYING"
"1923" -0.651383853410695+0i 0.540235062322474 "LAYING"
"1924" -0.646023385750023+0i 0.549996384846942 "LAYING"
"1925" -0.648994897053066+0i 0.549574179717175 "LAYING"
"1926" -0.655591921658734+0i 0.543234723869879 "LAYING"
"1927" -0.648309375911586+0i 0.549309376164411 "LAYING"
"1928" -0.648642128308324+0i 0.552302452976118 "LAYING"
"1929" -0.654781890159661+0i 0.547814424886877 "LAYING"
"1930" -0.651743007019608+0i 0.542926663226635 "LAYING"
"1931" -0.657908334009447+0i 0.537815790455733 "LAYING"
"1932" -0.655869383036738+0i 0.54358788655222 "LAYING"
"1933" -0.653192374027629+0i 0.544219202358823 "LAYING"
"1934" -0.630105886592531+0i 0.556394524359638 "LAYING"
"1935" -0.645651670299073+0i 0.556925203382146 "LAYING"
"1936" -0.651191177806952+0i 0.546789668127681 "LAYING"
"1937" -0.651503915794438+0i 0.538788688838154 "LAYING"
"1938" -0.654439881646346+0i 0.529972671011979 "LAYING"
"1939" -0.660236608831747+0i 0.523797573856343 "LAYING"
"1940" -0.656314265973262+0i 0.531027748105153 "LAYING"
"1941" -0.649252905742424+0i 0.550220222817545 "LAYING"
"1942" -0.643629820521569+0i 0.555396698802403 "LAYING"
"1943" -0.653929328393726+0i 0.543407148215112 "LAYING"
"1944" -0.648475373813904+0i 0.551768065363255 "LAYING"
"1945" -0.65621134164328+0i 0.54123934581993 "LAYING"
"1946" -0.648645259269198+0i 0.538045249651877 "LAYING"
"1947" -0.650435321188235+0i 0.538852147264893 "LAYING"
"1948" -0.653037218512656+0i 0.544018604663427 "LAYING"
"1949" -0.656412563942246+0i 0.533516057684426 "LAYING"
"1950" -0.657790292713369+0i 0.526290585875187 "LAYING"
"1951" -0.470962203731854+0i 0.484917543159748 "WALKING"
"1952" -0.457307027584492+0i 0.478296493729572 "WALKING"
"1953" -0.449154055224599+0i 0.474279547053112 "WALKING"
"1954" -0.435697122320321+0i 0.471762307850318 "WALKING"
"1955" -0.432713798917469+0i 0.47540137192282 "WALKING"
"1956" -0.426773855012834+0i 0.472238070221361 "WALKING"
"1957" -0.422603665541533+0i 0.476959639362223 "WALKING"
"1958" -0.447970880299109+0i 0.484549533220205 "WALKING"
"1959" -0.455055512501604+0i 0.480524136856429 "WALKING"
"1960" -0.443767043218895+0i 0.475999807029583 "WALKING"
"1961" -0.440776815299822+0i 0.476683832192392 "WALKING"
"1962" -0.449554542348128+0i 0.473671730891426 "WALKING"
"1963" -0.443838712403565+0i 0.477324198561437 "WALKING"
"1964" -0.454946152710339+0i 0.478190554526427 "WALKING"
"1965" -0.486739490005526+0i 0.488636143755464 "WALKING"
"1966" -0.45588097791016+0i 0.479135630582624 "WALKING"
"1967" -0.448737502666132+0i 0.474044131148162 "WALKING"
"1968" -0.445174923824599+0i 0.471911524598099 "WALKING"
"1969" -0.43665830453975+0i 0.47355110401663 "WALKING"
"1970" -0.42504321859262+0i 0.469260887538958 "WALKING"
"1971" -0.425467529103387+0i 0.471585315086433 "WALKING"
"1972" -0.432565700082175+0i 0.474551438372896 "WALKING"
"1973" -0.442832769141355+0i 0.475571000516019 "WALKING"
"1974" -0.431412226521747+0i 0.478140776449953 "WALKING"
"1975" -0.433917349163636+0i 0.473603592775225 "WALKING"
"1976" -0.444176857833868+0i 0.473688342213643 "WALKING"
"1977" -0.444758776973084+0i 0.473808814009127 "WALKING"
"1978" -0.44632392668057+0i 0.471493827329304 "WALKING"
"1979" -0.459680367320677+0i 0.479659788283067 "WALKING"
"1980" -0.457427915012478+0i 0.484171033616957 "WALKING_DOWNSTAIRS"
"1981" -0.455551976989305+0i 0.479894032162622 "WALKING_DOWNSTAIRS"
"1982" -0.444060764512121+0i 0.482007967928525 "WALKING_DOWNSTAIRS"
"1983" -0.451966457424135+0i 0.484406327265782 "WALKING_DOWNSTAIRS"
"1984" -0.449459162809091+0i 0.485938178683073 "WALKING_DOWNSTAIRS"
"1985" -0.431969741125758+0i 0.480398061920011 "WALKING_DOWNSTAIRS"
"1986" -0.433807908694118+0i 0.473943024514888 "WALKING_DOWNSTAIRS"
"1987" -0.440682121342959+0i 0.48650280574284 "WALKING_DOWNSTAIRS"
"1988" -0.446834532406952+0i 0.498687022545327 "WALKING_DOWNSTAIRS"
"1989" -0.377890646836043+0i 0.481074057191909 "WALKING_DOWNSTAIRS"
"1990" -0.476294378066845+0i 0.49537371820091 "WALKING_UPSTAIRS"
"1991" -0.462521149538681+0i 0.505515578338186 "WALKING_UPSTAIRS"
"1992" -0.479948950626738+0i 0.498094886766137 "WALKING_UPSTAIRS"
"1993" -0.494506584048966+0i 0.498230405627879 "WALKING_UPSTAIRS"
"1994" -0.478787873978075+0i 0.499371319836083 "WALKING_UPSTAIRS"
"1995" -0.469287645660018+0i 0.492550281152131 "WALKING_UPSTAIRS"
"1996" -0.482087146942246+0i 0.48687495417078 "WALKING_UPSTAIRS"
"1997" -0.458753340122282+0i 0.49383215405082 "WALKING_UPSTAIRS"
"1998" -0.478781245328699+0i 0.492210372568657 "WALKING_UPSTAIRS"
"1999" -0.5076432909348+0i 0.489178060093532 "WALKING_UPSTAIRS"
"2000" -0.465244336863209+0i 0.494606704431448 "WALKING_DOWNSTAIRS"
"2001" -0.469357465824665+0i 0.494327688737673 "WALKING_DOWNSTAIRS"
"2002" -0.454655432248841+0i 0.484558652547055 "WALKING_DOWNSTAIRS"
"2003" -0.4268578388959+0i 0.479027938734199 "WALKING_DOWNSTAIRS"
"2004" -0.439553810880749+0i 0.482205878326692 "WALKING_DOWNSTAIRS"
"2005" -0.430445590324064+0i 0.476741844043013 "WALKING_DOWNSTAIRS"
"2006" -0.421399724671693+0i 0.472001425170006 "WALKING_DOWNSTAIRS"
"2007" -0.446107710650089+0i 0.492601185540503 "WALKING_DOWNSTAIRS"
"2008" -0.463719034325205+0i 0.489338203311239 "WALKING_DOWNSTAIRS"
"2009" -0.474866130869037+0i 0.492039900067646 "WALKING_UPSTAIRS"
"2010" -0.459595804101426+0i 0.500623359601801 "WALKING_UPSTAIRS"
"2011" -0.466518252980036+0i 0.489458460512401 "WALKING_UPSTAIRS"
"2012" -0.461630105253369+0i 0.481757853918953 "WALKING_UPSTAIRS"
"2013" -0.46721013110303+0i 0.483579240112162 "WALKING_UPSTAIRS"
"2014" -0.465717643682709+0i 0.483100609244906 "WALKING_UPSTAIRS"
"2015" -0.450531350516934+0i 0.485106409730408 "WALKING_UPSTAIRS"
"2016" -0.448400750214617+0i 0.490684857122611 "WALKING_UPSTAIRS"
"2017" -0.463527937882709+0i 0.513242716425402 "WALKING_UPSTAIRS"
"2018" -0.464407811091979+0i 0.489837369983349 "WALKING_DOWNSTAIRS"
"2019" -0.470478363967968+0i 0.491871736150122 "WALKING_DOWNSTAIRS"
"2020" -0.449971853820143+0i 0.480915511978205 "WALKING_DOWNSTAIRS"
"2021" -0.458999365107308+0i 0.488263268808493 "WALKING_DOWNSTAIRS"
"2022" -0.466264557563458+0i 0.483460209846718 "WALKING_DOWNSTAIRS"
"2023" -0.443770023737166+0i 0.475839197357182 "WALKING_DOWNSTAIRS"
"2024" -0.421920393111016+0i 0.480342278029416 "WALKING_DOWNSTAIRS"
"2025" -0.411313901347237+0i 0.490413807805742 "WALKING_DOWNSTAIRS"
"2026" -0.428830208261373+0i 0.486665154105794 "WALKING_DOWNSTAIRS"
"2027" -0.501916796073385+0i 0.491728381384266 "WALKING_UPSTAIRS"
"2028" -0.483993546663458+0i 0.496146702654681 "WALKING_UPSTAIRS"
"2029" -0.477488163312834+0i 0.49577181723153 "WALKING_UPSTAIRS"
"2030" -0.479289342573975+0i 0.490897475750982 "WALKING_UPSTAIRS"
"2031" -0.47484101642164+0i 0.485151408592582 "WALKING_UPSTAIRS"
"2032" -0.462524920618467+0i 0.490183952337549 "WALKING_UPSTAIRS"
"2033" -0.47770951919893+0i 0.492546910120989 "WALKING_UPSTAIRS"
"2034" -0.464179897563815+0i 0.489123838322832 "WALKING_UPSTAIRS"
"2035" -0.48213455048934+0i 0.495298566063872 "WALKING_UPSTAIRS"
"2036" -0.467262895320071+0i 0.491972856312079 "WALKING_UPSTAIRS"
"2037" -0.641849327216934+0i 0.518153756123499 "STANDING"
"2038" -0.641432261548663+0i 0.524329620507227 "STANDING"
"2039" -0.641381751812478+0i 0.513318718212785 "STANDING"
"2040" -0.635252781738503+0i 0.51926831558349 "STANDING"
"2041" -0.628709598568627+0i 0.537054224568795 "STANDING"
"2042" -0.643070033568627+0i 0.53198319535885 "STANDING"
"2043" -0.64502825594902+0i 0.517396749312339 "STANDING"
"2044" -0.626309515751747+0i 0.522364179595378 "STANDING"
"2045" -0.63533798814328+0i 0.521647240887971 "STANDING"
"2046" -0.64947864882246+0i 0.524038086573 "STANDING"
"2047" -0.658251108110517+0i 0.520761917976799 "STANDING"
"2048" -0.659648529894367+0i 0.520993125788314 "STANDING"
"2049" -0.639094704687861+0i 0.546992698899937 "STANDING"
"2050" -0.652222987210606+0i 0.525680969905767 "STANDING"
"2051" -0.655539340086453+0i 0.532156429223615 "STANDING"
"2052" -0.657504059435116+0i 0.539615243571081 "STANDING"
"2053" -0.653530655640463+0i 0.522902727080459 "STANDING"
"2054" -0.64849235262852+0i 0.525866076611407 "STANDING"
"2055" -0.618411224977362+0i 0.543304583640966 "STANDING"
"2056" -0.639639496066898+0i 0.545829397785792 "STANDING"
"2057" -0.644314441660428+0i 0.540144588578944 "STANDING"
"2058" -0.659332735897861+0i 0.523613871284853 "STANDING"
"2059" -0.655827861053832+0i 0.524788632132227 "STANDING"
"2060" -0.650612354146346+0i 0.538928492262561 "STANDING"
"2061" -0.64121413021016+0i 0.547193010911425 "STANDING"
"2062" -0.641605139691533+0i 0.544654202016683 "STANDING"
"2063" -0.645121215045454+0i 0.547151335152519 "STANDING"
"2064" -0.645639393001497+0i 0.54688797988643 "STANDING"
"2065" -0.654225215117201+0i 0.530499666749245 "STANDING"
"2066" -0.646223053+0i 0.536699698503944 "STANDING"
"2067" -0.64166651776328+0i 0.549660369733408 "STANDING"
"2068" -0.647580263937968+0i 0.541820433554143 "STANDING"
"2069" -0.642646864514617+0i 0.551324770313323 "STANDING"
"2070" -0.617748710801123+0i 0.531296613052404 "SITTING"
"2071" -0.629636277653832+0i 0.536051185925035 "SITTING"
"2072" -0.647193386418788+0i 0.537177000493666 "SITTING"
"2073" -0.646757690851693+0i 0.538391010792138 "SITTING"
"2074" -0.65676169453779+0i 0.530852525569415 "SITTING"
"2075" -0.655369450351872+0i 0.531867555735403 "SITTING"
"2076" -0.648193096223708+0i 0.54321309132464 "SITTING"
"2077" -0.654442002590196+0i 0.534766321728527 "SITTING"
"2078" -0.659379060980465+0i 0.527781890438371 "SITTING"
"2079" -0.652680849352481+0i 0.537471171090369 "SITTING"
"2080" -0.656347245272192+0i 0.537058857214049 "SITTING"
"2081" -0.656851050244372+0i 0.540399368929115 "SITTING"
"2082" -0.651292048968414+0i 0.545941171728697 "SITTING"
"2083" -0.622964850200891+0i 0.538084295973567 "SITTING"
"2084" -0.636915122757868+0i 0.532436896874778 "SITTING"
"2085" -0.640970684963868+0i 0.534267655850385 "SITTING"
"2086" -0.651622739736542+0i 0.528612173067091 "SITTING"
"2087" -0.651021795374078+0i 0.523581548912407 "SITTING"
"2088" -0.659212924322816+0i 0.530331269616944 "SITTING"
"2089" -0.649551863677611+0i 0.538505180803963 "SITTING"
"2090" -0.653174374588057+0i 0.539033639516903 "SITTING"
"2091" -0.655348803026916+0i 0.535926598166778 "SITTING"
"2092" -0.655893236601426+0i 0.539400273061838 "SITTING"
"2093" -0.651267442044385+0i 0.545370411800237 "SITTING"
"2094" -0.647331198088235+0i 0.549940382256904 "SITTING"
"2095" -0.646031700905529+0i 0.551134787796693 "SITTING"
"2096" -0.657517845840998+0i 0.5401954365337 "SITTING"
"2097" -0.624867713891979+0i 0.550799474504065 "LAYING"
"2098" -0.635131754063102+0i 0.544666276328232 "LAYING"
"2099" -0.648119554165954+0i 0.532340782933765 "LAYING"
"2100" -0.642638044506417+0i 0.533676497262373 "LAYING"
"2101" -0.655069429096898+0i 0.521522708787698 "LAYING"
"2102" -0.649195990775401+0i 0.533745643633666 "LAYING"
"2103" -0.639683900246221+0i 0.546089936659312 "LAYING"
"2104" -0.648130695007487+0i 0.536622793754902 "LAYING"
"2105" -0.644289907793048+0i 0.536400172577141 "LAYING"
"2106" -0.639408653503743+0i 0.538097362572234 "LAYING"
"2107" -0.637375041043494+0i 0.546768844098744 "LAYING"
"2108" -0.630416878546168+0i 0.553183106715054 "LAYING"
"2109" -0.642985482360784+0i 0.539559279571476 "LAYING"
"2110" -0.641583812545989+0i 0.537522843838435 "LAYING"
"2111" -0.632772367200356+0i 0.547980423354362 "LAYING"
"2112" -0.640345496903387+0i 0.53756442643498 "LAYING"
"2113" -0.612813634915152+0i 0.533891559730413 "LAYING"
"2114" -0.620058557585027+0i 0.551794074909954 "LAYING"
"2115" -0.647853791855793+0i 0.529421664419725 "LAYING"
"2116" -0.651950131529234+0i 0.522953754437955 "LAYING"
"2117" -0.643436086480036+0i 0.513522109629223 "LAYING"
"2118" -0.639558196064849+0i 0.518681124863184 "LAYING"
"2119" -0.63107222693066+0i 0.549446812981899 "LAYING"
"2120" -0.640226328298271+0i 0.537154079487617 "LAYING"
"2121" -0.637531470528877+0i 0.536670030366443 "LAYING"
"2122" -0.644729710598841+0i 0.527755458304607 "LAYING"
"2123" -0.6377108341518+0i 0.5413143033646 "LAYING"
"2124" -0.642859689049376+0i 0.532668991574198 "LAYING"
"2125" -0.644556910017469+0i 0.530109446547283 "LAYING"
"2126" -0.646844298369162+0i 0.532877234101409 "LAYING"
"2127" -0.635774365757398+0i 0.549298209290139 "LAYING"
"2128" -0.635355939958681+0i 0.549930767105707 "LAYING"
"2129" -0.639461307039394+0i 0.534166474540555 "LAYING"
"2130" -0.440144181890909+0i 0.477570536811087 "WALKING"
"2131" -0.430270634117647+0i 0.475035306784272 "WALKING"
"2132" -0.411196610763991+0i 0.468651707691468 "WALKING"
"2133" -0.414764398883601+0i 0.468832265152932 "WALKING"
"2134" -0.428007588313529+0i 0.473135370038959 "WALKING"
"2135" -0.41605760633384+0i 0.462825663483898 "WALKING"
"2136" -0.407311535699447+0i 0.477993269720015 "WALKING"
"2137" -0.436903163419608+0i 0.476449892516442 "WALKING"
"2138" -0.445726551777005+0i 0.4739905547184 "WALKING"
"2139" -0.440818145237255+0i 0.470040036662914 "WALKING"
"2140" -0.444946556577897+0i 0.46975393014723 "WALKING"
"2141" -0.440623246126881+0i 0.469553049470861 "WALKING"
"2142" -0.446158414590196+0i 0.474063710530246 "WALKING"
"2143" -0.453883689645989+0i 0.477453806113839 "WALKING"
"2144" -0.437585634399287+0i 0.483896498828008 "WALKING"
"2145" -0.433978109089447+0i 0.477379050502358 "WALKING"
"2146" -0.429985066054724+0i 0.4696960586157 "WALKING"
"2147" -0.430819778024955+0i 0.470203288876681 "WALKING"
"2148" -0.43440333836025+0i 0.466611820249224 "WALKING"
"2149" -0.423342757167825+0i 0.464052752582901 "WALKING"
"2150" -0.409031581532781+0i 0.469420326732273 "WALKING"
"2151" -0.413411724846203+0i 0.466062074532625 "WALKING"
"2152" -0.416081425061854+0i 0.469100974643434 "WALKING"
"2153" -0.41845907557+0i 0.470269839235168 "WALKING"
"2154" -0.416298584432745+0i 0.467117222171103 "WALKING"
"2155" -0.411699575693369+0i 0.473351913753562 "WALKING"
"2156" -0.410740047556809+0i 0.472492074738312 "WALKING"
"2157" -0.447790778135651+0i 0.476198126305024 "WALKING_DOWNSTAIRS"
"2158" -0.438773923146881+0i 0.479710417574476 "WALKING_DOWNSTAIRS"
"2159" -0.426379013519786+0i 0.477852150491031 "WALKING_DOWNSTAIRS"
"2160" -0.413174064209804+0i 0.477713743453737 "WALKING_DOWNSTAIRS"
"2161" -0.405615558216221+0i 0.481585225652555 "WALKING_DOWNSTAIRS"
"2162" -0.40340523651221+0i 0.483416114056007 "WALKING_DOWNSTAIRS"
"2163" -0.402838323818895+0i 0.471234543915577 "WALKING_DOWNSTAIRS"
"2164" -0.424333924092234+0i 0.476475219266366 "WALKING_DOWNSTAIRS"
"2165" -0.426100122545098+0i 0.477357488907924 "WALKING_DOWNSTAIRS"
"2166" -0.451996762975758+0i 0.491918947798328 "WALKING_DOWNSTAIRS"
"2167" -0.449860644324046+0i 0.494801172863644 "WALKING_DOWNSTAIRS"
"2168" -0.446211369973262+0i 0.483369616150845 "WALKING_DOWNSTAIRS"
"2169" -0.437661398600713+0i 0.490273300879596 "WALKING_DOWNSTAIRS"
"2170" -0.453279571428895+0i 0.490233493743478 "WALKING_DOWNSTAIRS"
"2171" -0.451810307189661+0i 0.489088924665593 "WALKING_DOWNSTAIRS"
"2172" -0.459969858962567+0i 0.486875793568823 "WALKING_DOWNSTAIRS"
"2173" -0.465019975627936+0i 0.496199830989073 "WALKING_DOWNSTAIRS"
"2174" -0.462732543229162+0i 0.498939470905939 "WALKING_DOWNSTAIRS"
"2175" -0.443398783506239+0i 0.491629971177531 "WALKING_UPSTAIRS"
"2176" -0.44569608614221+0i 0.492259121330546 "WALKING_UPSTAIRS"
"2177" -0.452656839722282+0i 0.480738350781129 "WALKING_UPSTAIRS"
"2178" -0.468241539772014+0i 0.489627589062859 "WALKING_UPSTAIRS"
"2179" -0.460018620817647+0i 0.496586512075374 "WALKING_UPSTAIRS"
"2180" -0.463464221578431+0i 0.474737850273987 "WALKING_UPSTAIRS"
"2181" -0.476635530036381+0i 0.47704336289538 "WALKING_UPSTAIRS"
"2182" -0.477012994521016+0i 0.498621559270944 "WALKING_UPSTAIRS"
"2183" -0.480462184381105+0i 0.494174398164316 "WALKING_UPSTAIRS"
"2184" -0.477058678826488+0i 0.488737444032372 "WALKING_UPSTAIRS"
"2185" -0.4693951309918+0i 0.492843186496127 "WALKING_UPSTAIRS"
"2186" -0.468104822230529+0i 0.483126604089211 "WALKING_UPSTAIRS"
"2187" -0.469594831554902+0i 0.48162997308662 "WALKING_UPSTAIRS"
"2188" -0.442627020312866+0i 0.474884412892652 "WALKING_UPSTAIRS"
"2189" -0.462149855977897+0i 0.474990021645985 "WALKING_UPSTAIRS"
"2190" -0.47432813097754+0i 0.485297097588119 "WALKING_UPSTAIRS"
"2191" -0.467782920638503+0i 0.491578615174021 "WALKING_UPSTAIRS"
"2192" -0.468842595033512+0i 0.494253860728063 "WALKING_UPSTAIRS"
"2193" -0.476067829193405+0i 0.486805000538017 "WALKING_UPSTAIRS"
"2194" -0.480498448965241+0i 0.485670966305631 "WALKING_UPSTAIRS"
"2195" -0.471112897505348+0i 0.494731800159019 "WALKING_UPSTAIRS"
"2196" -0.486640219600357+0i 0.484159433522953 "WALKING_UPSTAIRS"
"2197" -0.480027665523209+0i 0.485301118647096 "WALKING_UPSTAIRS"
"2198" -0.475641339658289+0i 0.481925968658207 "WALKING_UPSTAIRS"
"2199" -0.457222427127094+0i 0.485050583753244 "WALKING_UPSTAIRS"
"2200" -0.471099906563102+0i 0.484190276261686 "WALKING_UPSTAIRS"
"2201" -0.461493253650267+0i 0.496907140077483 "WALKING_UPSTAIRS"
"2202" -0.473992603506952+0i 0.498020573219861 "WALKING_UPSTAIRS"
"2203" -0.480307681356863+0i 0.488988080747642 "WALKING_UPSTAIRS"
"2204" -0.44998969214082+0i 0.496287138850334 "WALKING_DOWNSTAIRS"
"2205" -0.450166546764759+0i 0.494230699402631 "WALKING_DOWNSTAIRS"
"2206" -0.420170664809412+0i 0.484603108349506 "WALKING_DOWNSTAIRS"
"2207" -0.405157678532709+0i 0.480132917750544 "WALKING_DOWNSTAIRS"
"2208" -0.420875758585633+0i 0.477976921788415 "WALKING_DOWNSTAIRS"
"2209" -0.408694051886275+0i 0.475434349741193 "WALKING_DOWNSTAIRS"
"2210" -0.41224159225785+0i 0.475790032553134 "WALKING_DOWNSTAIRS"
"2211" -0.422120645307843+0i 0.485026134094934 "WALKING_DOWNSTAIRS"
"2212" -0.447190958548093+0i 0.492879526259595 "WALKING_DOWNSTAIRS"
"2213" -0.618033656172799+0i 0.536074155206213 "STANDING"
"2214" -0.636063805405526+0i 0.523387701440197 "STANDING"
"2215" -0.645916592794652+0i 0.51770676734472 "STANDING"
"2216" -0.64884424732779+0i 0.51889785859565 "STANDING"
"2217" -0.648655065162567+0i 0.520717242404011 "STANDING"
"2218" -0.652534081001426+0i 0.527935946054294 "STANDING"
"2219" -0.628624183708378+0i 0.538984830649025 "STANDING"
"2220" -0.62691837365205+0i 0.526649629602581 "STANDING"
"2221" -0.63389918100303+0i 0.530620667414774 "STANDING"
"2222" -0.653576428342389+0i 0.534026054590697 "STANDING"
"2223" -0.652794604466132+0i 0.533755419225697 "STANDING"
"2224" -0.64652385361123+0i 0.5305874567239 "STANDING"
"2225" -0.647439351714617+0i 0.526478484603789 "STANDING"
"2226" -0.648957376844742+0i 0.519700353577281 "STANDING"
"2227" -0.64809254789893+0i 0.530653363630939 "STANDING"
"2228" -0.647193933440642+0i 0.539200915722594 "STANDING"
"2229" -0.653390623322656+0i 0.526174861761927 "STANDING"
"2230" -0.649372606942959+0i 0.522093407965535 "STANDING"
