"XMean" "YActivity" "Subject"
"1907" -0.656754332357576+0i "SITTING" 18
"1908" -0.654139824944029+0i "SITTING" 18
"1909" -0.660750974943494+0i "SITTING" 18
"1910" -0.659091116022816+0i "SITTING" 18
"1911" -0.661134193042799+0i "SITTING" 18
"1912" -0.658411104842781+0i "SITTING" 18
"1913" -0.655662158955971+0i "SITTING" 18
"1914" -0.655906623516135+0i "SITTING" 18
"1915" -0.658307636421872+0i "SITTING" 18
"1916" -0.654081066067023+0i "SITTING" 18
"1917" -0.659451428059661+0i "SITTING" 18
"1918" -0.657595561207843+0i "SITTING" 18
"1919" -0.639345329203209+0i "LAYING" 18
"1920" -0.64496551791451+0i "LAYING" 18
"1921" -0.650903649099822+0i "LAYING" 18
"1922" -0.648864495714795+0i "LAYING" 18
"1923" -0.651383853410695+0i "LAYING" 18
"1924" -0.646023385750023+0i "LAYING" 18
"1925" -0.648994897053066+0i "LAYING" 18
"1926" -0.655591921658734+0i "LAYING" 18
"1927" -0.648309375911586+0i "LAYING" 18
"1928" -0.648642128308324+0i "LAYING" 18
"1929" -0.654781890159661+0i "LAYING" 18
"1930" -0.651743007019608+0i "LAYING" 18
"1931" -0.657908334009447+0i "LAYING" 18
"1932" -0.655869383036738+0i "LAYING" 18
"1933" -0.653192374027629+0i "LAYING" 18
"1934" -0.630105886592531+0i "LAYING" 18
"1935" -0.645651670299073+0i "LAYING" 18
"1936" -0.651191177806952+0i "LAYING" 18
"1937" -0.651503915794438+0i "LAYING" 18
"1938" -0.654439881646346+0i "LAYING" 18
"1939" -0.660236608831747+0i "LAYING" 18
"1940" -0.656314265973262+0i "LAYING" 18
"1941" -0.649252905742424+0i "LAYING" 18
"1942" -0.643629820521569+0i "LAYING" 18
"1943" -0.653929328393726+0i "LAYING" 18
"1944" -0.648475373813904+0i "LAYING" 18
"1945" -0.65621134164328+0i "LAYING" 18
"1946" -0.648645259269198+0i "LAYING" 18
"1947" -0.650435321188235+0i "LAYING" 18
"1948" -0.653037218512656+0i "LAYING" 18
"1949" -0.656412563942246+0i "LAYING" 18
"1950" -0.657790292713369+0i "LAYING" 18
"1951" -0.470962203731854+0i "WALKING" 18
"1952" -0.457307027584492+0i "WALKING" 18
"1953" -0.449154055224599+0i "WALKING" 18
"1954" -0.435697122320321+0i "WALKING" 18
"1955" -0.432713798917469+0i "WALKING" 18
"1956" -0.426773855012834+0i "WALKING" 18
"1957" -0.422603665541533+0i "WALKING" 18
"1958" -0.447970880299109+0i "WALKING" 18
"1959" -0.455055512501604+0i "WALKING" 18
"1960" -0.443767043218895+0i "WALKING" 18
"1961" -0.440776815299822+0i "WALKING" 18
"1962" -0.449554542348128+0i "WALKING" 18
"1963" -0.443838712403565+0i "WALKING" 18
"1964" -0.454946152710339+0i "WALKING" 18
"1965" -0.486739490005526+0i "WALKING" 18
"1966" -0.45588097791016+0i "WALKING" 18
"1967" -0.448737502666132+0i "WALKING" 18
"1968" -0.445174923824599+0i "WALKING" 18
"1969" -0.43665830453975+0i "WALKING" 18
"1970" -0.42504321859262+0i "WALKING" 18
"1971" -0.425467529103387+0i "WALKING" 18
"1972" -0.432565700082175+0i "WALKING" 18
"1973" -0.442832769141355+0i "WALKING" 18
"1974" -0.431412226521747+0i "WALKING" 18
"1975" -0.433917349163636+0i "WALKING" 18
"1976" -0.444176857833868+0i "WALKING" 18
"1977" -0.444758776973084+0i "WALKING" 18
"1978" -0.44632392668057+0i "WALKING" 18
"1979" -0.459680367320677+0i "WALKING" 18
"1980" -0.457427915012478+0i "WALKING_DOWNSTAIRS" 18
"1981" -0.455551976989305+0i "WALKING_DOWNSTAIRS" 18
"1982" -0.444060764512121+0i "WALKING_DOWNSTAIRS" 18
"1983" -0.451966457424135+0i "WALKING_DOWNSTAIRS" 18
"1984" -0.449459162809091+0i "WALKING_DOWNSTAIRS" 18
"1985" -0.431969741125758+0i "WALKING_DOWNSTAIRS" 18
"1986" -0.433807908694118+0i "WALKING_DOWNSTAIRS" 18
"1987" -0.440682121342959+0i "WALKING_DOWNSTAIRS" 18
"1988" -0.446834532406952+0i "WALKING_DOWNSTAIRS" 18
"1989" -0.377890646836043+0i "WALKING_DOWNSTAIRS" 18
"1990" -0.476294378066845+0i "WALKING_UPSTAIRS" 18
"1991" -0.462521149538681+0i "WALKING_UPSTAIRS" 18
"1992" -0.479948950626738+0i "WALKING_UPSTAIRS" 18
"1993" -0.494506584048966+0i "WALKING_UPSTAIRS" 18
"1994" -0.478787873978075+0i "WALKING_UPSTAIRS" 18
"1995" -0.469287645660018+0i "WALKING_UPSTAIRS" 18
"1996" -0.482087146942246+0i "WALKING_UPSTAIRS" 18
"1997" -0.458753340122282+0i "WALKING_UPSTAIRS" 18
"1998" -0.478781245328699+0i "WALKING_UPSTAIRS" 18
"1999" -0.5076432909348+0i "WALKING_UPSTAIRS" 18
"2000" -0.465244336863209+0i "WALKING_DOWNSTAIRS" 18
"2001" -0.469357465824665+0i "WALKING_DOWNSTAIRS" 18
"2002" -0.454655432248841+0i "WALKING_DOWNSTAIRS" 18
"2003" -0.4268578388959+0i "WALKING_DOWNSTAIRS" 18
"2004" -0.439553810880749+0i "WALKING_DOWNSTAIRS" 18
"2005" -0.430445590324064+0i "WALKING_DOWNSTAIRS" 18
"2006" -0.421399724671693+0i "WALKING_DOWNSTAIRS" 18
"2007" -0.446107710650089+0i "WALKING_DOWNSTAIRS" 18
"2008" -0.463719034325205+0i "WALKING_DOWNSTAIRS" 18
"2009" -0.474866130869037+0i "WALKING_UPSTAIRS" 18
"2010" -0.459595804101426+0i "WALKING_UPSTAIRS" 18
"2011" -0.466518252980036+0i "WALKING_UPSTAIRS" 18
"2012" -0.461630105253369+0i "WALKING_UPSTAIRS" 18
"2013" -0.46721013110303+0i "WALKING_UPSTAIRS" 18
"2014" -0.465717643682709+0i "WALKING_UPSTAIRS" 18
"2015" -0.450531350516934+0i "WALKING_UPSTAIRS" 18
"2016" -0.448400750214617+0i "WALKING_UPSTAIRS" 18
"2017" -0.463527937882709+0i "WALKING_UPSTAIRS" 18
"2018" -0.464407811091979+0i "WALKING_DOWNSTAIRS" 18
"2019" -0.470478363967968+0i "WALKING_DOWNSTAIRS" 18
"2020" -0.449971853820143+0i "WALKING_DOWNSTAIRS" 18
"2021" -0.458999365107308+0i "WALKING_DOWNSTAIRS" 18
"2022" -0.466264557563458+0i "WALKING_DOWNSTAIRS" 18
"2023" -0.443770023737166+0i "WALKING_DOWNSTAIRS" 18
"2024" -0.421920393111016+0i "WALKING_DOWNSTAIRS" 18
"2025" -0.411313901347237+0i "WALKING_DOWNSTAIRS" 18
"2026" -0.428830208261373+0i "WALKING_DOWNSTAIRS" 18
"2027" -0.501916796073385+0i "WALKING_UPSTAIRS" 18
"2028" -0.483993546663458+0i "WALKING_UPSTAIRS" 18
"2029" -0.477488163312834+0i "WALKING_UPSTAIRS" 18
"2030" -0.479289342573975+0i "WALKING_UPSTAIRS" 18
"2031" -0.47484101642164+0i "WALKING_UPSTAIRS" 18
"2032" -0.462524920618467+0i "WALKING_UPSTAIRS" 18
"2033" -0.47770951919893+0i "WALKING_UPSTAIRS" 18
"2034" -0.464179897563815+0i "WALKING_UPSTAIRS" 18
"2035" -0.48213455048934+0i "WALKING_UPSTAIRS" 18
"2036" -0.467262895320071+0i "WALKING_UPSTAIRS" 18
"2037" -0.641849327216934+0i "STANDING" 18
"2038" -0.641432261548663+0i "STANDING" 18
"2039" -0.641381751812478+0i "STANDING" 18
"2040" -0.635252781738503+0i "STANDING" 18
"2041" -0.628709598568627+0i "STANDING" 18
"2042" -0.643070033568627+0i "STANDING" 18
"2043" -0.64502825594902+0i "STANDING" 18
"2044" -0.626309515751747+0i "STANDING" 18
"2045" -0.63533798814328+0i "STANDING" 18
"2046" -0.64947864882246+0i "STANDING" 18
"2047" -0.658251108110517+0i "STANDING" 18
"2048" -0.659648529894367+0i "STANDING" 18
"2049" -0.639094704687861+0i "STANDING" 18
"2050" -0.652222987210606+0i "STANDING" 18
"2051" -0.655539340086453+0i "STANDING" 18
"2052" -0.657504059435116+0i "STANDING" 18
"2053" -0.653530655640463+0i "STANDING" 18
"2054" -0.64849235262852+0i "STANDING" 18
"2055" -0.618411224977362+0i "STANDING" 18
"2056" -0.639639496066898+0i "STANDING" 18
"2057" -0.644314441660428+0i "STANDING" 18
"2058" -0.659332735897861+0i "STANDING" 18
"2059" -0.655827861053832+0i "STANDING" 18
"2060" -0.650612354146346+0i "STANDING" 18
"2061" -0.64121413021016+0i "STANDING" 18
"2062" -0.641605139691533+0i "STANDING" 18
"2063" -0.645121215045454+0i "STANDING" 18
"2064" -0.645639393001497+0i "STANDING" 18
"2065" -0.654225215117201+0i "STANDING" 18
"2066" -0.646223053+0i "STANDING" 18
"2067" -0.64166651776328+0i "STANDING" 18
"2068" -0.647580263937968+0i "STANDING" 18
"2069" -0.642646864514617+0i "STANDING" 18
"2070" -0.617748710801123+0i "SITTING" 18
"2071" -0.629636277653832+0i "SITTING" 18
"2072" -0.647193386418788+0i "SITTING" 18
"2073" -0.646757690851693+0i "SITTING" 18
"2074" -0.65676169453779+0i "SITTING" 18
"2075" -0.655369450351872+0i "SITTING" 18
"2076" -0.648193096223708+0i "SITTING" 18
"2077" -0.654442002590196+0i "SITTING" 18
"2078" -0.659379060980465+0i "SITTING" 18
"2079" -0.652680849352481+0i "SITTING" 18
"2080" -0.656347245272192+0i "SITTING" 18
"2081" -0.656851050244372+0i "SITTING" 18
"2082" -0.651292048968414+0i "SITTING" 18
"2083" -0.622964850200891+0i "SITTING" 18
"2084" -0.636915122757868+0i "SITTING" 18
"2085" -0.640970684963868+0i "SITTING" 18
"2086" -0.651622739736542+0i "SITTING" 18
"2087" -0.651021795374078+0i "SITTING" 18
"2088" -0.659212924322816+0i "SITTING" 18
"2089" -0.649551863677611+0i "SITTING" 18
"2090" -0.653174374588057+0i "SITTING" 18
"2091" -0.655348803026916+0i "SITTING" 18
"2092" -0.655893236601426+0i "SITTING" 18
"2093" -0.651267442044385+0i "SITTING" 18
"2094" -0.647331198088235+0i "SITTING" 18
"2095" -0.646031700905529+0i "SITTING" 18
"2096" -0.657517845840998+0i "SITTING" 18
"2097" -0.624867713891979+0i "LAYING" 18
"2098" -0.635131754063102+0i "LAYING" 18
"2099" -0.648119554165954+0i "LAYING" 18
"2100" -0.642638044506417+0i "LAYING" 18
"2101" -0.655069429096898+0i "LAYING" 18
"2102" -0.649195990775401+0i "LAYING" 18
"2103" -0.639683900246221+0i "LAYING" 18
"2104" -0.648130695007487+0i "LAYING" 18
"2105" -0.644289907793048+0i "LAYING" 18
"2106" -0.639408653503743+0i "LAYING" 18
"2107" -0.637375041043494+0i "LAYING" 18
"2108" -0.630416878546168+0i "LAYING" 18
"2109" -0.642985482360784+0i "LAYING" 18
"2110" -0.641583812545989+0i "LAYING" 18
"2111" -0.632772367200356+0i "LAYING" 18
"2112" -0.640345496903387+0i "LAYING" 18
"2113" -0.612813634915152+0i "LAYING" 18
"2114" -0.620058557585027+0i "LAYING" 18
"2115" -0.647853791855793+0i "LAYING" 18
"2116" -0.651950131529234+0i "LAYING" 18
"2117" -0.643436086480036+0i "LAYING" 18
"2118" -0.639558196064849+0i "LAYING" 18
"2119" -0.63107222693066+0i "LAYING" 18
"2120" -0.640226328298271+0i "LAYING" 18
"2121" -0.637531470528877+0i "LAYING" 18
"2122" -0.644729710598841+0i "LAYING" 18
"2123" -0.6377108341518+0i "LAYING" 18
"2124" -0.642859689049376+0i "LAYING" 18
"2125" -0.644556910017469+0i "LAYING" 18
"2126" -0.646844298369162+0i "LAYING" 18
"2127" -0.635774365757398+0i "LAYING" 18
"2128" -0.635355939958681+0i "LAYING" 18
"2129" -0.639461307039394+0i "LAYING" 18
"2130" -0.440144181890909+0i "WALKING" 18
"2131" -0.430270634117647+0i "WALKING" 18
"2132" -0.411196610763991+0i "WALKING" 18
"2133" -0.414764398883601+0i "WALKING" 18
"2134" -0.428007588313529+0i "WALKING" 18
"2135" -0.41605760633384+0i "WALKING" 18
"2136" -0.407311535699447+0i "WALKING" 18
"2137" -0.436903163419608+0i "WALKING" 18
"2138" -0.445726551777005+0i "WALKING" 18
"2139" -0.440818145237255+0i "WALKING" 18
"2140" -0.444946556577897+0i "WALKING" 18
"2141" -0.440623246126881+0i "WALKING" 18
"2142" -0.446158414590196+0i "WALKING" 18
"2143" -0.453883689645989+0i "WALKING" 18
"2144" -0.437585634399287+0i "WALKING" 18
"2145" -0.433978109089447+0i "WALKING" 18
"2146" -0.429985066054724+0i "WALKING" 18
"2147" -0.430819778024955+0i "WALKING" 18
"2148" -0.43440333836025+0i "WALKING" 18
"2149" -0.423342757167825+0i "WALKING" 18
"2150" -0.409031581532781+0i "WALKING" 18
"2151" -0.413411724846203+0i "WALKING" 18
"2152" -0.416081425061854+0i "WALKING" 18
"2153" -0.41845907557+0i "WALKING" 18
"2154" -0.416298584432745+0i "WALKING" 18
"2155" -0.411699575693369+0i "WALKING" 18
"2156" -0.410740047556809+0i "WALKING" 18
"2157" -0.447790778135651+0i "WALKING_DOWNSTAIRS" 18
"2158" -0.438773923146881+0i "WALKING_DOWNSTAIRS" 18
"2159" -0.426379013519786+0i "WALKING_DOWNSTAIRS" 18
"2160" -0.413174064209804+0i "WALKING_DOWNSTAIRS" 18
"2161" -0.405615558216221+0i "WALKING_DOWNSTAIRS" 18
"2162" -0.40340523651221+0i "WALKING_DOWNSTAIRS" 18
"2163" -0.402838323818895+0i "WALKING_DOWNSTAIRS" 18
"2164" -0.424333924092234+0i "WALKING_DOWNSTAIRS" 18
"2165" -0.426100122545098+0i "WALKING_DOWNSTAIRS" 18
"2166" -0.451996762975758+0i "WALKING_DOWNSTAIRS" 18
"2167" -0.449860644324046+0i "WALKING_DOWNSTAIRS" 18
"2168" -0.446211369973262+0i "WALKING_DOWNSTAIRS" 18
"2169" -0.437661398600713+0i "WALKING_DOWNSTAIRS" 18
"2170" -0.453279571428895+0i "WALKING_DOWNSTAIRS" 18
"2171" -0.451810307189661+0i "WALKING_DOWNSTAIRS" 18
"2172" -0.459969858962567+0i "WALKING_DOWNSTAIRS" 18
"2173" -0.465019975627936+0i "WALKING_DOWNSTAIRS" 18
"2174" -0.462732543229162+0i "WALKING_DOWNSTAIRS" 18
"2175" -0.443398783506239+0i "WALKING_UPSTAIRS" 18
"2176" -0.44569608614221+0i "WALKING_UPSTAIRS" 18
"2177" -0.452656839722282+0i "WALKING_UPSTAIRS" 18
"2178" -0.468241539772014+0i "WALKING_UPSTAIRS" 18
"2179" -0.460018620817647+0i "WALKING_UPSTAIRS" 18
"2180" -0.463464221578431+0i "WALKING_UPSTAIRS" 18
"2181" -0.476635530036381+0i "WALKING_UPSTAIRS" 18
"2182" -0.477012994521016+0i "WALKING_UPSTAIRS" 18
"2183" -0.480462184381105+0i "WALKING_UPSTAIRS" 18
"2184" -0.477058678826488+0i "WALKING_UPSTAIRS" 18
"2185" -0.4693951309918+0i "WALKING_UPSTAIRS" 18
"2186" -0.468104822230529+0i "WALKING_UPSTAIRS" 18
"2187" -0.469594831554902+0i "WALKING_UPSTAIRS" 18
"2188" -0.442627020312866+0i "WALKING_UPSTAIRS" 18
"2189" -0.462149855977897+0i "WALKING_UPSTAIRS" 18
"2190" -0.47432813097754+0i "WALKING_UPSTAIRS" 18
"2191" -0.467782920638503+0i "WALKING_UPSTAIRS" 18
"2192" -0.468842595033512+0i "WALKING_UPSTAIRS" 18
"2193" -0.476067829193405+0i "WALKING_UPSTAIRS" 18
"2194" -0.480498448965241+0i "WALKING_UPSTAIRS" 18
"2195" -0.471112897505348+0i "WALKING_UPSTAIRS" 18
"2196" -0.486640219600357+0i "WALKING_UPSTAIRS" 18
"2197" -0.480027665523209+0i "WALKING_UPSTAIRS" 18
"2198" -0.475641339658289+0i "WALKING_UPSTAIRS" 18
"2199" -0.457222427127094+0i "WALKING_UPSTAIRS" 18
"2200" -0.471099906563102+0i "WALKING_UPSTAIRS" 18
"2201" -0.461493253650267+0i "WALKING_UPSTAIRS" 18
"2202" -0.473992603506952+0i "WALKING_UPSTAIRS" 18
"2203" -0.480307681356863+0i "WALKING_UPSTAIRS" 18
"2204" -0.44998969214082+0i "WALKING_DOWNSTAIRS" 18
"2205" -0.450166546764759+0i "WALKING_DOWNSTAIRS" 18
"2206" -0.420170664809412+0i "WALKING_DOWNSTAIRS" 18
"2207" -0.405157678532709+0i "WALKING_DOWNSTAIRS" 18
"2208" -0.420875758585633+0i "WALKING_DOWNSTAIRS" 18
"2209" -0.408694051886275+0i "WALKING_DOWNSTAIRS" 18
"2210" -0.41224159225785+0i "WALKING_DOWNSTAIRS" 18
"2211" -0.422120645307843+0i "WALKING_DOWNSTAIRS" 18
"2212" -0.447190958548093+0i "WALKING_DOWNSTAIRS" 18
"2213" -0.618033656172799+0i "STANDING" 20
"2214" -0.636063805405526+0i "STANDING" 20
"2215" -0.645916592794652+0i "STANDING" 20
"2216" -0.64884424732779+0i "STANDING" 20
"2217" -0.648655065162567+0i "STANDING" 20
"2218" -0.652534081001426+0i "STANDING" 20
"2219" -0.628624183708378+0i "STANDING" 20
"2220" -0.62691837365205+0i "STANDING" 20
"2221" -0.63389918100303+0i "STANDING" 20
"2222" -0.653576428342389+0i "STANDING" 20
"2223" -0.652794604466132+0i "STANDING" 20
"2224" -0.64652385361123+0i "STANDING" 20
"2225" -0.647439351714617+0i "STANDING" 20
"2226" -0.648957376844742+0i "STANDING" 20
"2227" -0.64809254789893+0i "STANDING" 20
"2228" -0.647193933440642+0i "STANDING" 20
"2229" -0.653390623322656+0i "STANDING" 20
"2230" -0.649372606942959+0i "STANDING" 20
"2231" -0.626886265620143+0i "STANDING" 20
"2232" -0.596378285457569+0i "STANDING" 20
"2233" -0.596195905098218+0i "STANDING" 20
"2234" -0.599504254005544+0i "STANDING" 20
"2235" -0.608435826233529+0i "STANDING" 20
"2236" -0.588632139527201+0i "STANDING" 20
"2237" -0.588394721552941+0i "STANDING" 20
"2238" -0.618956782457451+0i "STANDING" 20
"2239" -0.637819818130909+0i "STANDING" 20
"2240" -0.639260891219251+0i "STANDING" 20
"2241" -0.656810099067558+0i "STANDING" 20
"2242" -0.647585482505348+0i "STANDING" 20
"2243" -0.622282295128342+0i "STANDING" 20
"2244" -0.616014871699608+0i "STANDING" 20
"2245" -0.628835021772193+0i "STANDING" 20
"2246" -0.615064922576471+0i "STANDING" 20
"2247" -0.615340128536685+0i "STANDING" 20
"2248" -0.6188092543918+0i "STANDING" 20
"2249" -0.574287289352585+0i "STANDING" 20
"2250" -0.577730424635187+0i "STANDING" 20
"2251" -0.579386592699644+0i "SITTING" 20
"2252" -0.629069956761676+0i "SITTING" 20
"2253" -0.641630136518004+0i "SITTING" 20
"2254" -0.647415894678289+0i "SITTING" 20
"2255" -0.65826049856738+0i "SITTING" 20
"2256" -0.648382722263458+0i "SITTING" 20
"2257" -0.64947082825098+0i "SITTING" 20
"2258" -0.656436263982103+0i "SITTING" 20
"2259" -0.652572517878966+0i "SITTING" 20
"2260" -0.653924883639572+0i "SITTING" 20
"2261" -0.6543239345877+0i "SITTING" 20
"2262" -0.658802911749911+0i "SITTING" 20
"2263" -0.660774859555615+0i "SITTING" 20
"2264" -0.658422856508913+0i "SITTING" 20
"2265" -0.652906099945633+0i "SITTING" 20
"2266" -0.654733107568984+0i "SITTING" 20
"2267" -0.655500832058164+0i "SITTING" 20
"2268" -0.654108411697914+0i "SITTING" 20
"2269" -0.654392234003529+0i "SITTING" 20
"2270" -0.657473963682371+0i "SITTING" 20
"2271" -0.575985773806061+0i "SITTING" 20
"2272" -0.634223262875223+0i "SITTING" 20
"2273" -0.626812516203797+0i "SITTING" 20
"2274" -0.628416955767112+0i "SITTING" 20
"2275" -0.65167723457451+0i "SITTING" 20
"2276" -0.655309397205169+0i "SITTING" 20
"2277" -0.624316399501248+0i "SITTING" 20
"2278" -0.61186298012549+0i "SITTING" 20
"2279" -0.624314321982353+0i "SITTING" 20
"2280" -0.639915658668627+0i "SITTING" 20
"2281" -0.645325333346702+0i "SITTING" 20
"2282" -0.647165555777647+0i "SITTING" 20
"2283" -0.643472003798217+0i "SITTING" 20
"2284" -0.638925276840285+0i "SITTING" 20
"2285" -0.641676592567879+0i "SITTING" 20
"2286" -0.648222843731907+0i "SITTING" 20
"2287" -0.537212401923173+0i "LAYING" 20
"2288" -0.619632703932672+0i "LAYING" 20
"2289" -0.648741940239394+0i "LAYING" 20
"2290" -0.650500506104652+0i "LAYING" 20
"2291" -0.661320917046346+0i "LAYING" 20
"2292" -0.660382456656684+0i "LAYING" 20
"2293" -0.657192614593939+0i "LAYING" 20
"2294" -0.655563409643672+0i "LAYING" 20
"2295" -0.661679358334581+0i "LAYING" 20
"2296" -0.662654041396257+0i "LAYING" 20
"2297" -0.660412980248307+0i "LAYING" 20
"2298" -0.646702535793422+0i "LAYING" 20
"2299" -0.652206374283779+0i "LAYING" 20
"2300" -0.656156331688075+0i "LAYING" 20
"2301" -0.659360438996613+0i "LAYING" 20
"2302" -0.661439227647415+0i "LAYING" 20
"2303" -0.655359380760428+0i "LAYING" 20
"2304" -0.591476488154011+0i "LAYING" 20
"2305" -0.618546061917077+0i "LAYING" 20
"2306" -0.654471793838859+0i "LAYING" 20
"2307" -0.6580414532123+0i "LAYING" 20
"2308" -0.657633045586631+0i "LAYING" 20
"2309" -0.655315866549768+0i "LAYING" 20
"2310" -0.656650831487879+0i "LAYING" 20
"2311" -0.659205346629233+0i "LAYING" 20
"2312" -0.654596294017291+0i "LAYING" 20
"2313" -0.65070858674082+0i "LAYING" 20
"2314" -0.653458904407665+0i "LAYING" 20
"2315" -0.646740406071658+0i "LAYING" 20
"2316" -0.652254499319251+0i "LAYING" 20
"2317" -0.649870031017077+0i "LAYING" 20
"2318" -0.358549565964171+0i "WALKING" 20
"2319" -0.322854860217622+0i "WALKING" 20
"2320" -0.299296673435865+0i "WALKING" 20
"2321" -0.318229612609626+0i "WALKING" 20
"2322" -0.334203997209269+0i "WALKING" 20
"2323" -0.328933377713904+0i "WALKING" 20
"2324" -0.296586726413191+0i "WALKING" 20
"2325" -0.27917472450082+0i "WALKING" 20
"2326" -0.29308242628467+0i "WALKING" 20
"2327" -0.264568576915686+0i "WALKING" 20
"2328" -0.296429070745455+0i "WALKING" 20
"2329" -0.288738813494011+0i "WALKING" 20
"2330" -0.29552579316589+0i "WALKING" 20
"2331" -0.293624934919305+0i "WALKING" 20
"2332" -0.315212007653672+0i "WALKING" 20
"2333" -0.269246656267914+0i "WALKING" 20
"2334" -0.263247679254011+0i "WALKING" 20
"2335" -0.268765945902602+0i "WALKING" 20
"2336" -0.275848217203922+0i "WALKING" 20
"2337" -0.258070140905453+0i "WALKING" 20
"2338" -0.259503467916649+0i "WALKING" 20
"2339" -0.260822693803636+0i "WALKING" 20
"2340" -0.279693435240642+0i "WALKING" 20
"2341" -0.271649141851586+0i "WALKING" 20
"2342" -0.254793739487611+0i "WALKING" 20
"2343" -0.260665077093048+0i "WALKING" 20
"2344" -0.277502438146845+0i "WALKING" 20
"2345" -0.237151418452282+0i "WALKING_DOWNSTAIRS" 20
"2346" -0.221371363323654+0i "WALKING_DOWNSTAIRS" 20
"2347" -0.192825162346346+0i "WALKING_DOWNSTAIRS" 20
"2348" -0.154472878280196+0i "WALKING_DOWNSTAIRS" 20
"2349" -0.176410441650446+0i "WALKING_DOWNSTAIRS" 20
"2350" -0.249485585940428+0i "WALKING_DOWNSTAIRS" 20
"2351" -0.276022895659214+0i "WALKING_DOWNSTAIRS" 20
"2352" -0.27312715399287+0i "WALKING_DOWNSTAIRS" 20
"2353" -0.232244435052585+0i "WALKING_DOWNSTAIRS" 20
"2354" -0.202562007709626+0i "WALKING_DOWNSTAIRS" 20
"2355" -0.201172653168253+0i "WALKING_DOWNSTAIRS" 20
"2356" -0.220310720863387+0i "WALKING_DOWNSTAIRS" 20
"2357" -0.229514289665562+0i "WALKING_DOWNSTAIRS" 20
"2358" -0.255015969580214+0i "WALKING_DOWNSTAIRS" 20
"2359" -0.291135594522674+0i "WALKING_DOWNSTAIRS" 20
"2360" -0.329197040302496+0i "WALKING_DOWNSTAIRS" 20
"2361" -0.32908894587574+0i "WALKING_DOWNSTAIRS" 20
"2362" -0.28142665493262+0i "WALKING_DOWNSTAIRS" 20
"2363" -0.28015018421533+0i "WALKING_DOWNSTAIRS" 20
"2364" -0.294264807478966+0i "WALKING_DOWNSTAIRS" 20
"2365" -0.294650453662567+0i "WALKING_DOWNSTAIRS" 20
"2366" -0.308358433534492+0i "WALKING_DOWNSTAIRS" 20
"2367" -0.377062511419251+0i "WALKING_UPSTAIRS" 20
"2368" -0.371945827132264+0i "WALKING_UPSTAIRS" 20
"2369" -0.36410230198369+0i "WALKING_UPSTAIRS" 20
"2370" -0.342688675734938+0i "WALKING_UPSTAIRS" 20
"2371" -0.309970588553476+0i "WALKING_UPSTAIRS" 20
"2372" -0.308536898956328+0i "WALKING_UPSTAIRS" 20
"2373" -0.331177900739037+0i "WALKING_UPSTAIRS" 20
"2374" -0.360035668688342+0i "WALKING_UPSTAIRS" 20
"2375" -0.407423279466132+0i "WALKING_UPSTAIRS" 20
"2376" -0.389015567542834+0i "WALKING_UPSTAIRS" 20
"2377" -0.393104775542602+0i "WALKING_UPSTAIRS" 20
"2378" -0.367356794913547+0i "WALKING_UPSTAIRS" 20
"2379" -0.347290609167175+0i "WALKING_UPSTAIRS" 20
"2380" -0.347972005934563+0i "WALKING_UPSTAIRS" 20
"2381" -0.365083080290731+0i "WALKING_UPSTAIRS" 20
"2382" -0.383836831621533+0i "WALKING_UPSTAIRS" 20
"2383" -0.401254346628164+0i "WALKING_UPSTAIRS" 20
"2384" -0.416100328342157+0i "WALKING_UPSTAIRS" 20
"2385" -0.37487643802959+0i "WALKING_UPSTAIRS" 20
"2386" -0.388184596320677+0i "WALKING_UPSTAIRS" 20
"2387" -0.373027732612834+0i "WALKING_UPSTAIRS" 20
"2388" -0.334570081768093+0i "WALKING_UPSTAIRS" 20
"2389" -0.325448201816578+0i "WALKING_UPSTAIRS" 20
"2390" -0.313093451111301+0i "WALKING_UPSTAIRS" 20
"2391" -0.327356271416257+0i "WALKING_UPSTAIRS" 20
"2392" -0.35700669076631+0i "WALKING_UPSTAIRS" 20
"2393" -0.517097471166845+0i "STANDING" 20
"2394" -0.541637588502496+0i "STANDING" 20
"2395" -0.580845245860071+0i "STANDING" 20
"2396" -0.595985298266346+0i "STANDING" 20
"2397" -0.601984574143316+0i "STANDING" 20
"2398" -0.601477848684314+0i "STANDING" 20
"2399" -0.605109777227094+0i "STANDING" 20
"2400" -0.63376535518574+0i "STANDING" 20
"2401" -0.616594342368396+0i "STANDING" 20
"2402" -0.616004712501783+0i "STANDING" 20
"2403" -0.635992592965062+0i "STANDING" 20
"2404" -0.640032964970232+0i "STANDING" 20
"2405" -0.58982157739508+0i "STANDING" 20
"2406" -0.591251863409091+0i "STANDING" 20
"2407" -0.611315886660428+0i "STANDING" 20
"2408" -0.562847268704635+0i "STANDING" 20
"2409" -0.570165963271159+0i "STANDING" 20
"2410" -0.622951700438324+0i "STANDING" 20
"2411" -0.659056247786417+0i "STANDING" 20
"2412" -0.64724538287344+0i "STANDING" 20
"2413" -0.537255923360223+0i "STANDING" 20
"2414" -0.569714344431907+0i "STANDING" 20
"2415" -0.602241601777504+0i "STANDING" 20
"2416" -0.640628096754652+0i "STANDING" 20
"2417" -0.637554577901604+0i "STANDING" 20
"2418" -0.627237321195722+0i "STANDING" 20
"2419" -0.638356564251123+0i "STANDING" 20
"2420" -0.635583122533387+0i "STANDING" 20
"2421" -0.631967982061676+0i "STANDING" 20
